sep=,
#RESULTS IC
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
